genome	order_color	color	Phylum	Class	Order	Family_old	Family	Genus	Family_AKA	other
ERX552283.12.dc	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	ERX552283.12.dc
ERX552295.44.dc	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	ERX552295.44.dc
ERX552309.9.dc	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	ERX552309.9.dc
ERX552333.20.dc	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	ERX552333.20.dc
ERX552336.20.dc	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	ERX552336.20.dc
ERX552357.22.dc	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	ERX552357.22.dc
ERX555907.107.dc	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	ERX555907.107.dc
ERX555961.17.dc	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	ERX555961.17.dc
ERX555987.30.dc	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	ERX555987.30.dc
ERX556034.38.dc	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	ERX556034.38.dc
ERX556034.40.dc	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	ERX556034.40.dc
ERX556035.15.dc	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	ERX556035.15.dc
ERX556037.11.dc	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	ERX556037.11.dc
ERX556040.51.dc	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	ERX556040.51.dc
ERX556059.7.dc	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	ERX556059.7.dc
ERX556075.42.dc	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	ERX556075.42.dc
ERX556101.60.dc	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	ERX556101.60.dc
ERX633348.16.dc	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	ERX633348.16.dc
GCA.000889515.1.ViralProj61009	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	Bathycoccus sp. RCC1105 virus BpV1 
GCA.000890375.1.ViralProj61013	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	Micromonas sp. RCC1109 virus MpV1 
GCA.000906035.1.ViralProj195482	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	Micromonas pusilla virus 12T strain=12T
GCA.001399265.1.ViralProj298990	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	Ostreococcus mediterraneus virus 1 OmV1
GCA.001399285.1.ViralProj298920	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	Ostreococcus lucimarinus virus 2 Olv2
GCA.003051645.1.ASM305164v1	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	Bathycoccus sp. RCC1105 virus BpV2 
GCA.003051685.1.ASM305168v1	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	Ostreococcus tauri virus RT-2011 OtV6
GCA.003225975.1.ASM322597v1	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	Ostreococcus lucimarinus virus OlV4 strain=OlV4
GCA.010974705.1.ASM1097470v1	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	Micromonas pusilla virus PL1 strain=PL1
GCA.011604425.1.ASM1160442v1	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	Dishui Lake phycodnavirus 3 
GCA.011604435.1.ASM1160443v1	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	Dishui Lake phycodnavirus 4 
GVMAG-M-3300009071-15	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	GVMAG-M-3300009071-15
GVMAG-M-3300020178-15	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	GVMAG-M-3300020178-15
GVMAG-M-3300020178-21	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	GVMAG-M-3300020178-21
GVMAG-M-3300021389-45	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	GVMAG-M-3300021389-45
GVMAG-M-3300022925-12	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	GVMAG-M-3300022925-12
GVMAG-M-3300023087-13	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	GVMAG-M-3300023087-13
GVMAG-M-3300023087-9	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	GVMAG-M-3300023087-9
GVMAG-M-3300025652-16	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	GVMAG-M-3300025652-16
GVMAG-M-3300027206-1	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	GVMAG-M-3300027206-1
GVMAG-M-3300027906-13	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	GVMAG-M-3300027906-13
GVMAG-S-1037362-78	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	GVMAG-S-1037362-78
GVMAG-S-1037371-165	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	GVMAG-S-1037371-165
GVMAG-S-1037377-104	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	GVMAG-S-1037377-104
GVMAG-S-1037377-112	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	GVMAG-S-1037377-112
GVMAG-S-1040241-146	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	GVMAG-S-1040241-146
GVMAG-S-1059923-44	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	GVMAG-S-1059923-44
GVMAG-S-1074264-73	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	GVMAG-S-1074264-73
GVMAG-S-1074330-31	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	GVMAG-S-1074330-31
GVMAG-S-1092447-28	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	GVMAG-S-1092447-28
GVMAG-S-1092455-40	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	GVMAG-S-1092455-40
GVMAG-S-1102104-120	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	GVMAG-S-1102104-120
GVMAG-S-1102110-122	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	GVMAG-S-1102110-122
GVMAG-S-3300000117-106	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	GVMAG-S-3300000117-106
GVMAG-S-403982-53	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	GVMAG-S-403982-53
GVMAG-S-ERX555927-67	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	GVMAG-S-ERX555927-67
GVMAG-S-ERX556003-78	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	GVMAG-S-ERX556003-78
GVMAG-S-ERX556005-85	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	GVMAG-S-ERX556005-85
GVMAG-S-ERX556109-35	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	GVMAG-S-ERX556109-35
SRX514547.24.dc	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	SRX514547.24.dc
SRX802076.50.dc	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	SRX802076.50.dc
SRX802143.75.dc	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g177	Prasinoviridae	SRX802143.75.dc
ERX555976.71.dc	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g178	Prasinoviridae	ERX555976.71.dc
GCA.011604415.1.ASM1160441v1	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g178	Prasinoviridae	Dishui Lake phycodnavirus 2 
GVMAG-M-3300022934-23	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g179	Prasinoviridae	GVMAG-M-3300022934-23
GCA.002937195.1.ASM293719v1	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g180	Prasinoviridae	Dishui lake phycodnavirus 1 strain=1
ERX555967.111.dc	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g181	Prasinoviridae	ERX555967.111.dc
ERX943717.70.dc	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g181	Prasinoviridae	ERX943717.70.dc
ERX633354.21.dc	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g182	Prasinoviridae	ERX633354.21.dc
ERX633356.9.dc	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g182	Prasinoviridae	ERX633356.9.dc
GCA.001430455.1.ViralProj300257	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g182	Prasinoviridae	Yellowstone lake phycodnavirus 2 
GCA.001430655.1.ViralProj300258	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g182	Prasinoviridae	Yellowstone lake phycodnavirus 1 
GVMAG-S-1035142-103	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g182	Prasinoviridae	GVMAG-S-1035142-103
SRX871251.15.dc	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g182	Prasinoviridae	SRX871251.15.dc
GVMAG-M-3300021963-39	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g183	Prasinoviridae	GVMAG-M-3300021963-39
GVMAG-S-1017421-20	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_01	AG_01	g183	Prasinoviridae	GVMAG-S-1017421-20
GCA.000847045.1.ViralProj14564	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_02	AG_02	g184	Phycodnaviridae	Paramecium bursaria Chlorella virus 1 
GCA.000867825.1.ViralProj18305	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_02	AG_02	g184	Phycodnaviridae	Paramecium bursaria Chlorella virus FR483 strain=FR483
GCA.000869685.1.ViralProj18527	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_02	AG_02	g184	Phycodnaviridae	Acanthocystis turfacea chlorella virus 1 strain=ATCV-1
GCA.000873685.1.ViralProj20989	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_02	AG_02	g184	Phycodnaviridae	Paramecium bursaria Chlorella virus NY2A strain=NY-2A
GCA.001887825.1.ViralProj355304	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_02	AG_02	g184	Phycodnaviridae	Only Syngen Nebraska virus 5 OSyNE-5
GCA.003069485.1.ASM306948v1	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_02	AG_02	g184	Phycodnaviridae	Paramecium bursaria chlorella virus MT325 strain=MT325
SRX272783.128.dc	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_02	AG_02	g185	Phycodnaviridae	SRX272783.128.dc
GVMAG-S-1026894-110	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_02	AG_02	g186	Phycodnaviridae	GVMAG-S-1026894-110
GVMAG-S-1026894-114	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_02	AG_02	g187	Phycodnaviridae	GVMAG-S-1026894-114
SRX327520.45.dc	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_02	AG_02	g188	Phycodnaviridae	SRX327520.45.dc
ERX552270.8.dc	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_03	AG_03	g189		ERX552270.8.dc
ERX552270.7.dc	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_03	AG_03	g190		ERX552270.7.dc
GVMAG-S-ERX555907-72	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_03	AG_03	g191		GVMAG-S-ERX555907-72
GVMAG-S-ERX555967-131	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_03	AG_03	g192		GVMAG-S-ERX555967-131
SRX802077.116.dc	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_03	AG_03	g193		SRX802077.116.dc
ERX555907.69.dc	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_03	AG_03	g194		ERX555907.69.dc
ERX552270.64.dc	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_03	AG_03	g195		ERX552270.64.dc
GVMAG-S-3300002154-22	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_03	AG_03	g196		GVMAG-S-3300002154-22
ERX552261.44.dc	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_03	AG_03	g197		ERX552261.44.dc
GVMAG-M-3300019759-3	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_04	AG_04	g165		GVMAG-M-3300019759-3
GVMAG-S-1004280-25	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_04	AG_04	g166		GVMAG-S-1004280-25
GVMAG-M-3300007345-3	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_04	AG_04	g167		GVMAG-M-3300007345-3
GVMAG-M-3300009182-67	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_04	AG_04	g168		GVMAG-M-3300009182-67
GVMAG-M-3300023184-53	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_04	AG_04	g168		GVMAG-M-3300023184-53
GVMAG-M-3300021473-15	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_04	AG_04	g169		GVMAG-M-3300021473-15
GCA.002827745.1.ASM282774v1	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_04	AG_04	g170		Heterosigma akashiwo virus 01 HaV53
SRX802202.24.dc	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_04	AG_04	g171		SRX802202.24.dc
ERX552270.119.dc	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_04	AG_04	g172		ERX552270.119.dc
ERX552274.3.dc	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_04	AG_04	g172		ERX552274.3.dc
ERX552283.9.dc	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_04	AG_04	g172		ERX552283.9.dc
ERX555917.66.dc	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_04	AG_04	g172		ERX555917.66.dc
ERX556101.9.dc	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_04	AG_04	g172		ERX556101.9.dc
GVMAG-M-3300009160-32	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_04	AG_04	g172		GVMAG-M-3300009160-32
SRX802143.131.dc	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_04	AG_04	g172		SRX802143.131.dc
GVMAG-M-3300027771-3	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_04	AG_04	g173		GVMAG-M-3300027771-3
GVMAG-M-3300027791-30	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_04	AG_04	g173		GVMAG-M-3300027791-30
GVMAG-M-3300017971-26	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_04	AG_04	g174		GVMAG-M-3300017971-26
ERX556017.11.dc	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_04	AG_04	g175		ERX556017.11.dc
ERX556034.5.dc	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_04	AG_04	g175		ERX556034.5.dc
GVMAG-S-ERX555961-93	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_04	AG_04	g175		GVMAG-S-ERX555961-93
GVMAG-S-ERX556101-89	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_04	AG_04	g175		GVMAG-S-ERX556101-89
GVMAG-S-1102113-118	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_04	AG_04	g176		GVMAG-S-1102113-118
GVMAG-S-1102113-126	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_04	AG_04	g176		GVMAG-S-1102113-126
GVMAG-M-3300017741-2	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_incertae_sedis	AG_incertae_sedis	g198		GVMAG-M-3300017741-2
GVMAG-M-3300025626-8	#008000	08AF02	Nucleocytoviricota	Megaviricetes	Algavirales	LP_incertae_sedis	AG_incertae_sedis	g198		GVMAG-M-3300025626-8
ERX552270.50.dc	#008000	8E8E8E	Nucleocytoviricota	Megaviricetes	Algavirales	LP_incertae_sedis	AG_incertae_sedis	g199		ERX552270.50.dc
GVMAG-S-3300002466-141	#bf9000	E9CA03	Nucleocytoviricota	Pokkesviricetes	Asfuvirales	AF_01	AF_01	g15	Asfarviridae	GVMAG-S-3300002466-141
GCA.002116175.1.ViralProj381648	#bf9000	E9CA03	Nucleocytoviricota	Pokkesviricetes	Asfuvirales	AF_01	AF_01	g16	Asfarviridae	Kaumoebavirus Sc
GVMAG-M-3300027793-10	#bf9000	E9CA03	Nucleocytoviricota	Pokkesviricetes	Asfuvirales	AF_01	AF_01	g17	Asfarviridae	GVMAG-M-3300027793-10
GVMAG-M-3300014204-45	#bf9000	E9CA03	Nucleocytoviricota	Pokkesviricetes	Asfuvirales	AF_01	AF_01	g18	Asfarviridae	GVMAG-M-3300014204-45
SRX802982.1.dc	#bf9000	E9CA03	Nucleocytoviricota	Pokkesviricetes	Asfuvirales	AF_01	AF_01	g19	Asfarviridae	SRX802982.1.dc
GCA.002114025.1.ViralProj384397	#bf9000	E9CA03	Nucleocytoviricota	Pokkesviricetes	Asfuvirales	AF_01	AF_01	g20	Asfarviridae	Pacmanvirus A23 strain=A23
SRX327722.61.dc	#bf9000	E9CA03	Nucleocytoviricota	Pokkesviricetes	Asfuvirales	AF_01	AF_01	g21	Asfarviridae	SRX327722.61.dc
GCA.003051145.1.ASM305114v1	#bf9000	E9CA03	Nucleocytoviricota	Pokkesviricetes	Asfuvirales	AF_01	AF_01	g22	Asfarviridae	Faustovirus strain=D5b
GCA.003051705.1.ASM305170v1	#bf9000	E9CA03	Nucleocytoviricota	Pokkesviricetes	Asfuvirales	AF_01	AF_01	g22	Asfarviridae	Faustovirus strain=E12
GCA.900176665.1.PRJEB20203	#bf9000	E9CA03	Nucleocytoviricota	Pokkesviricetes	Asfuvirales	AF_01	AF_01	g22	Asfarviridae	Faustovirus ST1 strain=ST1
GVMAG-M-3300013133-40	#bf9000	E9CA03	Nucleocytoviricota	Pokkesviricetes	Asfuvirales	AF_01	AF_01	g23	Asfarviridae	GVMAG-M-3300013133-40
GVMAG-M-3300023184-110	#bf9000	E9CA03	Nucleocytoviricota	Pokkesviricetes	Asfuvirales	AF_01	AF_01	g24	Asfarviridae	GVMAG-M-3300023184-110
GVMAG-M-3300023184-186	#bf9000	E9CA03	Nucleocytoviricota	Pokkesviricetes	Asfuvirales	AF_01	AF_01	g24	Asfarviridae	GVMAG-M-3300023184-186
GVMAG-M-3300027707-33	#bf9000	E9CA03	Nucleocytoviricota	Pokkesviricetes	Asfuvirales	AF_01	AF_01	g24	Asfarviridae	GVMAG-M-3300027707-33
GVMAG-M-3300022916-57	#bf9000	E9CA03	Nucleocytoviricota	Pokkesviricetes	Asfuvirales	AF_01	AF_01	g25	Asfarviridae	GVMAG-M-3300022916-57
GCA.003047755.1.ASM304775v1	#bf9000	E9CA03	Nucleocytoviricota	Pokkesviricetes	Asfuvirales	AF_01	AF_01	g26	Asfarviridae	African swine fever virus Georgia 2007/1 strain=Georgia 2007/1
GCA.003815255.1.ASM381525v1	#bf9000	E9CA03	Nucleocytoviricota	Pokkesviricetes	Asfuvirales	AF_01	AF_01	g26	Asfarviridae	African swine fever virus strain=R35
AbALV	#bf9000	E9CA03	Nucleocytoviricota	Pokkesviricetes	Asfuvirales	AF_01	AF_01	g27	Asfarviridae	AbALV
GVMAG-M-3300027833-19	#bf9000	E9CA03	Nucleocytoviricota	Pokkesviricetes	Asfuvirales	AF_01	AF_01	g28	Asfarviridae	GVMAG-M-3300027833-19
GVMAG-S-3300009702-144	#bf9000	E9CA03	Nucleocytoviricota	Pokkesviricetes	Asfuvirales	AF_03	AF_02	g29		GVMAG-S-3300009702-144
GVMAG-M-3300023174-150	#bf9000	E9CA03	Nucleocytoviricota	Pokkesviricetes	Asfuvirales	AF_03	AF_02	g30		GVMAG-M-3300023174-150
GVMAG-M-3300009068-46	#bf9000	E9CA03	Nucleocytoviricota	Pokkesviricetes	Asfuvirales	AF_03	AF_02	g31		GVMAG-M-3300009068-46
GVMAG-M-3300023174-161	#bf9000	E9CA03	Nucleocytoviricota	Pokkesviricetes	Asfuvirales	AF_03	AF_02	g32		GVMAG-M-3300023174-161
SRX802963.109.dc	#bf9000	E9CA03	Nucleocytoviricota	Pokkesviricetes	Asfuvirales	AF_03	AF_02	g33		SRX802963.109.dc
GVMAG-M-3300010160-26	#bf9000	E9CA03	Nucleocytoviricota	Pokkesviricetes	Asfuvirales	AF_03	AF_02	g34		GVMAG-M-3300010160-26
GVMAG-M-3300009436-29	#bf9000	E9CA03	Nucleocytoviricota	Pokkesviricetes	Asfuvirales	AF_03	AF_02	g35		GVMAG-M-3300009436-29
SRX319064.32.dc	#bf9000	E9CA03	Nucleocytoviricota	Pokkesviricetes	Asfuvirales	AF_incertae_sedis	AF_incertae_sedis	g13		SRX319064.32.dc
GVMAG-M-3300024062-1	#bf9000	E9CA03	Nucleocytoviricota	Pokkesviricetes	Asfuvirales	AF_incertae_sedis	AF_incertae_sedis	g14		GVMAG-M-3300024062-1
GVMAG-S-1035124-107	#bf9000	E9CA03	Nucleocytoviricota	Pokkesviricetes	Asfuvirales	AF_04	AF_incertae_sedis	g36		GVMAG-S-1035124-107
SRX319065.14.dc	#bf9000	E9CA03	Nucleocytoviricota	Pokkesviricetes	Asfuvirales	AF_04	AF_incertae_sedis	g36		SRX319065.14.dc
GVMAG-M-3300013005-64	#bf9000	E9CA03	Nucleocytoviricota	Pokkesviricetes	Asfuvirales	AF_04	AF_incertae_sedis	g37		GVMAG-M-3300013005-64
ERX552270.16.dc	#bf9000	E9CA03	Nucleocytoviricota	Pokkesviricetes	Asfuvirales	AF_incertae_sedis	AF_incertae_sedis	g38		ERX552270.16.dc
GCA.000839965.1.ViralProj14155	#cc0000	8E8E8E	Nucleocytoviricota	Pokkesviricetes	Chitovirales	PX_01	PX_01	g1	Poxviridae	Swinepox virus 17077-99
GCA.000845705.1.ViralProj14466	#cc0000	8E8E8E	Nucleocytoviricota	Pokkesviricetes	Chitovirales	PX_01	PX_01	g1	Poxviridae	Yaba monkey tumor virus 
GCA.000847185.1.ViralProj14595	#cc0000	8E8E8E	Nucleocytoviricota	Pokkesviricetes	Chitovirales	PX_01	PX_01	g1	Poxviridae	Yaba-like disease virus 
GCA.000847965.1.ViralProj14590	#cc0000	8E8E8E	Nucleocytoviricota	Pokkesviricetes	Chitovirales	PX_01	PX_01	g1	Poxviridae	Rabbit fibroma virus strain=Kasza
GCA.000892975.1.ViralProj72715	#cc0000	8E8E8E	Nucleocytoviricota	Pokkesviricetes	Chitovirales	PX_01	PX_01	g1	Poxviridae	Yokapox virus strain=DakArB 4268
GCA.001029045.1.ViralProj287042	#cc0000	8E8E8E	Nucleocytoviricota	Pokkesviricetes	Chitovirales	PX_01	PX_01	g1	Poxviridae	Raccoonpox virus strain=Herman
GCA.001744115.1.ViralProj344208	#cc0000	8E8E8E	Nucleocytoviricota	Pokkesviricetes	Chitovirales	PX_01	PX_01	g1	Poxviridae	Volepox virus strain=CA
GCA.001745695.1.ViralProj344115	#cc0000	8E8E8E	Nucleocytoviricota	Pokkesviricetes	Chitovirales	PX_01	PX_01	g1	Poxviridae	Skunkpox virus strain=WA
GCA.001907825.1.ViralProj357638	#cc0000	8E8E8E	Nucleocytoviricota	Pokkesviricetes	Chitovirales	PX_01	PX_01	g1	Poxviridae	BeAn 58058 virus strain=BeAn58058
GCA.002270885.1.ViralProj399945	#cc0000	8E8E8E	Nucleocytoviricota	Pokkesviricetes	Chitovirales	PX_01	PX_01	g1	Poxviridae	Murmansk poxvirus strain=LEIV-11411
GCA.002354965.1.ViralProj406966	#cc0000	8E8E8E	Nucleocytoviricota	Pokkesviricetes	Chitovirales	PX_01	PX_01	g1	Poxviridae	Squirrelpox virus Berlin_2015 strain=Berlin_2015
GCA.002354985.1.ViralProj395094	#cc0000	8E8E8E	Nucleocytoviricota	Pokkesviricetes	Chitovirales	PX_01	PX_01	g1	Poxviridae	Eptesipox virus strain=Washington
